Weight,Height
0.0,4.619626499363328
0.1001001001001001,14.673569851829498
0.2002002002002002,17.78379559061682
0.3003003003003003,5.0606320348611
0.4004004004004004,4.747072799016101
0.5005005005005005,17.025725663689176
0.6006006006006006,3.736667344758164
0.7007007007007008,18.383382480427343
0.8008008008008008,13.174697435823397
0.9009009009009009,18.042636681369036
1.001001001001001,16.8761977140828
1.1011011011011012,18.028060346404942
1.2012012012012012,13.635089797783648
1.3013013013013013,14.766305022625598
1.4014014014014016,15.664456983807366
1.5015015015015016,13.627847560407414
1.6016016016016017,8.859796118315572
1.7017017017017018,17.081833355992313
1.8018018018018018,15.200995483488153
1.9019019019019021,15.427739927593509
2.002002002002002,20.425294168650883
2.1021021021021022,12.839039959646806
2.2022022022022023,15.855202400691828
2.3023023023023024,6.465506932670078
2.4024024024024024,15.329973016438563
2.5025025025025025,23.467593557755528
2.6026026026026026,17.363391087965308
2.702702702702703,23.609201900977908
2.802802802802803,11.048286519585528
2.902902902902903,11.673852809764156
3.0030030030030033,21.777556887719037
3.1031031031031033,19.751769944972146
3.2032032032032034,13.992259501128554
3.3033033033033035,19.161493546777958
3.4034034034034035,16.44352365002605
3.5035035035035036,19.582031726724097
3.6036036036036037,15.164070349035097
3.7037037037037037,20.678861350144537
3.8038038038038042,20.408313558307064
3.9039039039039043,17.13698939163513
4.004004004004004,22.40419228255486
4.104104104104104,20.752877184315665
4.2042042042042045,14.73706408662126
4.3043043043043046,21.792873875050287
4.404404404404405,24.66887002304323
4.504504504504505,24.064763554007815
4.604604604604605,15.097172564704078
4.704704704704705,21.463510765507493
4.804804804804805,22.920599955667402
4.904904904904905,22.042959551666225
5.005005005005005,18.007087990377798
5.105105105105105,21.566909934169285
5.205205205205205,25.03434777396281
5.305305305305305,17.91337914931752
5.405405405405406,23.77560559119612
5.505505505505506,27.763792822724156
5.605605605605606,20.445509175282297
5.705705705705706,19.683907129573633
5.805805805805806,27.45618124627073
5.9059059059059065,29.326234265149907
6.0060060060060065,24.843936627013562
6.106106106106107,23.33951368621487
6.206206206206207,29.161215553928933
6.306306306306307,24.165457068666264
6.406406406406407,24.193787090175782
6.506506506506507,26.44307060576352
6.606606606606607,29.82343896554948
6.706706706706707,26.207230798413924
6.806806806806807,37.427141251821965
6.906906906906907,27.86537537799666
7.007007007007007,21.347034224049025
7.107107107107107,33.638490857079525
7.207207207207207,23.52995911047502
7.307307307307307,20.603961390825337
7.407407407407407,25.723400363820915
7.507507507507508,34.115511021691844
7.6076076076076085,27.89349695439908
7.7077077077077085,30.94701063187005
7.807807807807809,33.03451455390269
7.907907907907909,26.45663110304914
8.008008008008009,31.75860824249519
8.108108108108109,34.34962531585875
8.208208208208209,28.1650050042605
8.308308308308309,29.744526494846227
8.408408408408409,39.36809154471698
8.508508508508509,28.040585764070233
8.608608608608609,32.55696057862954
8.70870870870871,24.692186730323247
8.80880880880881,32.06437263730139
8.90890890890891,30.512171537863416
9.00900900900901,36.60694054055396
9.10910910910911,33.21857532500151
9.20920920920921,32.73196745041555
9.30930930930931,31.880512843571783
9.40940940940941,28.31143985208764
9.50950950950951,31.067036922377252
9.60960960960961,32.860141625341974
9.70970970970971,38.66705955428654
9.80980980980981,35.86159080796464
9.90990990990991,44.28860496915716
10.01001001001001,22.024471315392802
10.11011011011011,35.772305220319396
10.21021021021021,30.37674116433802
10.31031031031031,33.77841593292826
10.41041041041041,39.94890698068696
10.51051051051051,32.1876127742667
10.61061061061061,34.101967023137036
10.710710710710712,36.03794083026005
10.810810810810812,36.46555795676671
10.910910910910912,41.15557124227331
11.011011011011012,36.64216943861503
11.111111111111112,42.33789725167807
11.211211211211213,38.726399476395265
11.311311311311313,35.93612604787813
11.411411411411413,32.03993922912042
11.511511511511513,38.07470272280064
11.611611611611613,37.18287972926897
11.711711711711713,39.21688011609814
11.811811811811813,37.46317732685578
11.911911911911913,37.23201797467366
12.012012012012013,43.35147649890749
12.112112112112113,41.157508336830524
12.212212212212213,39.294057575146205
12.312312312312313,41.29868088857654
12.412412412412413,42.233450324629764
12.512512512512513,39.401854622156506
12.612612612612613,39.34882003387918
12.712712712712714,43.756149483293946
12.812812812812814,52.510771661375514
12.912912912912914,39.370713200163735
13.013013013013014,36.87440838756537
13.113113113113114,36.07356708921292
13.213213213213214,42.94177657757316
13.313313313313314,53.04255592147811
13.413413413413414,50.14546619608516
13.513513513513514,50.08044085505441
13.613613613613614,39.651349663281245
13.713713713713714,42.21634681732646
13.813813813813814,38.65982500199008
13.913913913913914,42.71757244204025
14.014014014014014,44.26204413780258
14.114114114114114,46.38851223697612
14.214214214214214,52.24358841217224
14.314314314314315,46.74141011981712
14.414414414414415,34.00093315363153
14.514514514514515,45.85451846814175
14.614614614614615,45.62745190777829
14.714714714714715,45.570947141367604
14.814814814814815,44.85905206303985
14.914914914914915,51.6007796321177
15.015015015015017,59.933259362120154
15.115115115115117,53.474680836186685
15.215215215215217,39.0720434605293
15.315315315315317,50.89263554173228
15.415415415415417,45.70040820871358
15.515515515515517,55.15413497005008
15.615615615615617,50.89308386833018
15.715715715715717,49.577964295946785
15.815815815815817,53.11698119193139
15.915915915915917,48.886782075199356
16.016016016016017,53.96834472332946
16.116116116116117,49.82630281329892
16.216216216216218,42.98484899564096
16.316316316316318,52.588694328485104
16.416416416416418,52.743373144320195
16.516516516516518,54.281408312308
16.616616616616618,58.02547829519747
16.716716716716718,49.095203867586136
16.816816816816818,44.23360290101716
16.916916916916918,57.70753618197739
17.017017017017018,52.55280848799833
17.117117117117118,52.89333370126357
17.217217217217218,48.70595690079414
17.31731731731732,48.358859051383675
17.41741741741742,59.796458512728954
17.51751751751752,50.02703224500829
17.61761761761762,46.53767676628942
17.71771771771772,49.25567405654995
17.81781781781782,56.27707084926287
17.91791791791792,48.35629112714234
18.01801801801802,55.7852488710183
18.11811811811812,59.45448047414738
18.21821821821822,61.94951137374362
18.31831831831832,58.46168587064852
18.41841841841842,55.62486895694211
18.51851851851852,52.5972346898906
18.61861861861862,50.46855681525965
18.71871871871872,61.77250953813425
18.81881881881882,53.59722396405733
18.91891891891892,55.263476303367604
19.01901901901902,57.826293450387865
19.11911911911912,59.501140397374215
19.21921921921922,57.65200522193753
19.31931931931932,60.96052766074591
19.41941941941942,58.593276964729036
19.51951951951952,59.99199119185147
19.61961961961962,61.31945064204441
19.71971971971972,68.57145869716352
19.81981981981982,53.56853126213893
19.91991991991992,58.486558152861285
20.02002002002002,63.5151138275266
20.12012012012012,59.370423578912614
20.22022022022022,60.10933632558509
20.32032032032032,64.9705062632463
20.42042042042042,65.94960609542936
20.52052052052052,60.8373915039522
20.62062062062062,68.75687230718788
